ID;Fabrica;Activo;Tecnología;Pais
588;Paraná;1;Residuos productos quimicos;Argentina
589;Campinas;1;Residuos productos quimicos;Brasil
590;Dongguan;1;Residuos productos quimicos;China
591;Bridge Street;1;Residuos productos quimicos;UK
592;Newton Aycliffe;1;Residuos productos quimicos;UK
593;Popes Lane;1;Residuos productos quimicos;UK
594;Darlaston;1;Residuos productos quimicos;UK
595;Cannock;1;Residuos productos quimicos;Holanda
596;Barcelona;1;Carretilla;España
597;Burgos;1;Carretilla;España
598;Tarragona;1;Carretilla;España
599;Valencia;1;Carretilla;España
600;Portugal;1;Carretilla;Portugal
601;Union Street;1;Carretilla;UK
185;Laser Valencia;1;Almacén producto semielaborado o en producción;España
224;Laser Valencia;1;Área de embalado;España
263;Laser Valencia;1;Instalaciones exteriores y auxiliares;España
605;Navarra;1;Carretilla;España
606;Galicia;1;Carretilla;España
302;Laser Valencia;1;Mantenimiento;España
341;Laser Valencia;1;Maquinaria Auxiliar;España
609;Baja California;1;Carretilla;EEUU
610;Çepas;1;Carretilla;Turquía
611;Colombia;1;Carretilla;Colombia
612;Thüringen;1;Carretilla;Alemania
613;Polska;1;Carretilla;Polonia
614;Senica;1;Carretilla;Eslovaquia
615;Kaluga;1;Carretilla;Russia
616;Czech;1;Carretilla;Rep.Checa
380;Laser Valencia;1;Oficinas administrativas;España
618;Puebla;1;Carretilla;México
619;South Carolina;1;Carretilla;EEUU
620;Argentina;1;Carretilla;Argentina
621;Paraná;1;Carretilla;Argentina
622;Campinas;1;Carretilla;Brasil
623;Dongguan;1;Carretilla;China
624;Bridge Street;1;Carretilla;UK
625;Newton Aycliffe;1;Carretilla;UK
626;Popes Lane;1;Carretilla;UK
627;Darlaston;1;Carretilla;UK
628;Cannock;1;Carretilla;Holanda
629;Barcelona;1;Coil to Coil;España
630;Burgos;1;Coil to Coil;España
631;Tarragona;1;Coil to Coil;España
632;Valencia;1;Coil to Coil;España
633;Portugal;1;Coil to Coil;Portugal
634;Union Street;1;Coil to Coil;UK
419;Laser Valencia;1;Puente Grúa;España
638;Navarra;1;Coil to Coil;España
639;Galicia;1;Coil to Coil;España
459;Laser Valencia;1;Carpinteria;España
498;Laser Valencia;1;Almacen de recambios;España
642;Baja California;1;Coil to Coil;EEUU
643;Çepas;1;Coil to Coil;Turquía
644;Colombia;1;Coil to Coil;Colombia
645;Thüringen;1;Coil to Coil;Alemania
646;Polska;1;Coil to Coil;Polonia
647;Senica;1;Coil to Coil;Eslovaquia
648;Kaluga;1;Coil to Coil;Russia
649;Czech;1;Coil to Coil;Rep.Checa
537;Laser Valencia;1;Almacen productos quimicos;España
651;Puebla;1;Coil to Coil;México
652;South Carolina;1;Coil to Coil;EEUU
653;Argentina;1;Coil to Coil;Argentina
654;Paraná;1;Coil to Coil;Argentina
655;Campinas;1;Coil to Coil;Brasil
656;Dongguan;1;Coil to Coil;China
657;Bridge Street;1;Coil to Coil;UK
658;Newton Aycliffe;1;Coil to Coil;UK
659;Popes Lane;1;Coil to Coil;UK
660;Darlaston;1;Coil to Coil;UK
661;Cannock;1;Coil to Coil;Holanda
570;Laser Valencia;1;Residuos productos quimicos;España
663;Çepas;1;Soldadura Manual;Turquía
603;Laser Valencia;1;Carretilla;España
665;Colombia;1;Galvanizado;Colombia
666;Çepas;1;Galvanizado ;Turquía
667;Flinsa;1;Almacén de Materia Prima;España
668;Flinsa;1;Almacén de Producto Terminado;España
669;Flinsa;1;Almacen de recambios;España
670;Flinsa;1;Almacén producto semielaborado o en producción;España
671;Flinsa;1;Almacen productos quimicos;España
672;Flinsa;1;Área de embalado;España
673;Flinsa;1;Carretilla;España
674;Flinsa;1;Corte Longitudinal;España
675;Flinsa;1;Corte Plasma;España
676;Flinsa;1;Instalaciones exteriores y auxiliares;España
677;Flinsa;1;Laminado;España
678;Flinsa;1;Mantenimiento;España
679;Flinsa;1;Maquinaria Auxiliar;España
680;Flinsa;1;Oficinas administrativas;España
681;Flinsa;1;Puente Grúa;España
682;Flinsa;1;Residuos productos quimicos;España
683;Flinsa;1;Sierra;España
684;Flinsa;1;Soldadura Manual;España
685;Flinsa;1;Tubos;España
686;Valencia;1;Depuradora;España
700;Thüringen;1;General;Alemania
716;GCF;1;General;Rep.Checa
717;Popes Lane;1;Corte Longitudinal;UK
718;Popes Lane;1;Blanking;UK
719;Union Street;1;Slitting;UK
720;Union Street;1;Press Blanking;UK
721;Union Street;1;Shears;UK
722;Union Street;1;Pallet Department;UK
723;Union Street;1;Multi Strand;UK
724;Bridge Street;1;Slitting;UK
725;Newton Aycliffe;1;Slitting ;UK
726;Changshu;1;D-Ring Line;China
727;Changshu;1;Ablation Line;China
728;Shenyang;1;Ablation Line;China
729;Chongqing;1;Ablation Line;China
730;Loudi;1;Ablation Line;China
731;Nitra;1;Blanking;Eslovaquia
732;Nitra;1;Área de embalado;Eslovaquia
733;Nitra;0;;Eslovaquia
734;Nitra;0;;Eslovaquia
735;Nitra;0;;Eslovaquia
736;Nitra;0;;Eslovaquia
737;Nitra;0;;Eslovaquia
738;Nitra;0;;Eslovaquia
739;Nitra;0;;Eslovaquia
740;Nitra;0;;Eslovaquia
741;Nitra;0;;Eslovaquia
742;Nitra;0;;Eslovaquia
743;Nitra;0;;Eslovaquia
744;Nitra;0;;Eslovaquia
745;Nitra;0;;Eslovaquia
746;Nitra;0;;Eslovaquia
747;Nitra;0;;Eslovaquia
748;Nitra;0;;Eslovaquia
749;Puebla;1;Matricería ;México
750;Puebla;1;Corte Transversal;México
