ID;Planta;Año;Mes;Empleados Propios;Empleados Ajenos;Empleados ETTS;Empleados Subcontrata;Horas Presencia Efectiva Propios;Horas Presencia Efectiva Subcontratados;Horas Presencia Efectiva ETTs;Horas Formacion Seguridad Propios;Horas Formacion Seguridad ETTs;Horas Formacion General Propios;Empleados Propios - indefinido;Empleados Propios - duración determinada
1957;;;;141;0;0;0;2.018.800.000.000.000.000;0.00000000000000;0.00000000000000;17.600.000.000.000.000;0.00000000000000;35.000.000.000.000.000;;
1958;;;;101;74;74;0;1.340.750.000.000.000.000;0.00000000000000;1.209.300.000.000.000.000;1.600.000.000.000.000;0.00000000000000;2.050.000.000.000.000;;
1959;;;;100;50;42;8;1.968.100.000.000.000.000;160.000.000.000.000.000;826.000.000.000.000.000;15.000.000.000.000.000;16.600.000.000.000.000;15.000.000.000.000.000;;
1960;;;;100;12;9;3;0.00000000000000;0.00000000000000;0.00000000000000;8.100.000.000.000.000;0.00000000000000;176.500.000.000.000.000;;
1961;;;;66;0;0;0;1.009.800.000.000.000.000;0.00000000000000;0.00000000000000;14.400.000.000.000.000;0.00000000000000;37.100.000.000.000.000;;
1962;;;;150;3;0;3;2.608.824.000.000.000.000;55.440.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
1963;Paraná;2019;MAR;141;1;0;1;2.119.561.000.000.000.000;15.200.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;141;0
1964;;;;64;1;1;0;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
1965;;;;58;0;0;0;792.200.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
1966;;;;243;77;77;0;4.408.250.000.000.000.000;0.00000000000000;1.816.000.000.000.000.000;0.00000000000000;6.400.000.000.000.000;56.950.000.000.000.000;;
1967;;;;33;0;0;0;650.408.000.000.000.000;0.00000000000000;0.00000000000000;11.550.000.000.000.000;0.00000000000000;54.770.000.000.000.000;;
1968;;;;29;7;7;0;405.480.000.000.000.000;0.00000000000000;71.400.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
1969;;;;0;0;0;0;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
1970;;;;196;0;0;0;3.161.280.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;71.150.000.000.000.000;;
1971;;;;18;24;24;0;284.430.000.000.000.000;0.00000000000000;387.000.000.000.000.000;0.00000000000000;3.100.000.000.000.000;0.00000000000000;;
1972;;;;13;0;0;0;172.800.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;1.900.000.000.000.000;;
1973;;;;19;0;0;0;297.600.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;4.050.000.000.000.000;;
1974;;;;16;2;2;0;253.600.000.000.000.000;0.00000000000000;30.650.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
1975;;;;9;8;8;0;136.450.000.000.000.000;0.00000000000000;111.800.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
1976;;;;2;0;0;0;26.584.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
1977;;;;57;2;2;0;1.029.100.000.000.000.000;0.00000000000000;6.200.000.000.000.000;0.00000000000000;0.00000000000000;18.550.000.000.000.000;;
1978;;;;107;0;0;0;1.999.800.000.000.000.000;241.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;24.900.000.000.000.000;;
1979;;;;46;0;0;0;930.600.000.000.000.000;0.00000000000000;0.00000000000000;5.000.000.000.000.000;0.00000000000000;49.200.000.000.000.000;;
1980;;;;55;0;0;0;1.089.850.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;23.500.000.000.000.000;;
1981;;;;125;13;13;0;1.782.810.000.000.000.000;0.00000000000000;182.400.000.000.000.000;20.000.000.000.000.000;0.00000000000000;34.710.000.000.000.000;;
1982;;;;195;63;34;29;2.328.130.000.000.000.000;353.250.000.000.000.000;406.750.000.000.000.000;47.050.000.000.000.000;3.900.000.000.000.000;98.250.000.000.000.000;;
1983;;;;246;61;26;35;3.226.462.000.000.000.000;509.600.000.000.000.000;388.000.000.000.000.000;10.425.000.000.000.000;26.375.000.000.000.000;43.425.000.000.000.000;;
1984;;;;48;22;11;11;710.470.000.000.000.000;169.700.000.000.000.000;163.600.000.000.000.000;15.800.000.000.000.000;0.00000000000000;40.250.000.000.000.000;;
1985;;;;151;36;32;4;1.958.840.000.000.000.000;446.680.000.000.000.000;93.410.000.000.000.000;7.700.000.000.000.000;0.00000000000000;31.100.000.000.000.000;;
1986;;;;90;23;21;2;1.345.600.000.000.000.000;17.900.000.000.000.000;331.150.000.000.000.000;7.775.000.000.000.000;3.900.000.000.000.000;18.242.000.000.000.000;;
1987;;;;24;17;17;0;404.050.000.000.000.000;0.00000000000000;265.450.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
1988;;;;25;0;0;0;360.380.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;5.550.000.000.000.000;;
1989;;;;6;0;0;0;96.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
1990;;;;139;54;16;38;1.865.970.000.000.000.000;914.820.000.000.000.000;247.330.000.000.000.000;4.800.000.000.000.000;0.00000000000000;4.800.000.000.000.000;;
1991;;;;50;19;5;14;708.180.000.000.000.000;211.200.000.000.000.000;75.650.000.000.000.000;0.00000000000000;0.00000000000000;18.550.000.000.000.000;;
1992;;;;63;12;0;12;955.690.000.000.000.000;185.200.000.000.000.000;0.00000000000000;200.000.000.000.000;0.00000000000000;20.050.000.000.000.000;;
1993;;;;263;140;140;0;3.210.640.000.000.000.000;0.00000000000000;2.115.500.000.000.000.000;0.00000000000000;2.900.000.000.000.000;11.900.000.000.000.000;;
1994;;;;3;0;0;0;50.400.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
1995;;;;56;0;0;0;1.016.830.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
1996;;;;31;0;0;0;484.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
1997;;;;226;62;0;62;4.941.100.000.000.000.000;1.017.100.000.000.000.000;0.00000000000000;5.700.000.000.000.000;0.00000000000000;62.700.000.000.000.000;;
1998;;;;248;96;96;0;5.938.700.000.000.000.000;0.00000000000000;2.347.300.000.000.000.000;137.600.000.000.000.000;0.00000000000000;149.800.000.000.000.000;;
1999;;;;66;4;4;0;998.700.000.000.000.000;0.00000000000000;64.600.000.000.000.000;0.00000000000000;0.00000000000000;16.200.000.000.000.000;;
2000;;;;200;5;5;0;2.943.659.000.000.000.000;0.00000000000000;0.00000000000000;25.000.000.000.000.000;0.00000000000000;80.550.000.000.000.000;;
2001;;;;207;45;36;9;2.906.092.000.000.000.000;160.000.000.000.000.000;529.620.000.000.000.000;10.960.000.000.000.000;1.700.000.000.000.000;86.210.000.000.000.000;;
2002;;;;123;0;0;0;1.821.460.000.000.000.000;0.00000000000000;0.00000000000000;8.400.000.000.000.000;0.00000000000000;51.190.000.000.000.000;;
2003;;;;142;0;0;0;1.924.250.000.000.000.000;0.00000000000000;0.00000000000000;18.800.000.000.000.000;0.00000000000000;45.700.000.000.000.000;;
2004;;;;106;60;60;0;1.608.700.000.000.000.000;0.00000000000000;1.007.650.000.000.000.000;1.950.000.000.000.000;0.00000000000000;1.950.000.000.000.000;;
2005;;;;99;51;42;9;1.940.900.000.000.000.000;172.800.000.000.000.000;803.600.000.000.000.000;9.200.000.000.000.000;8.000.000.000.000.000;12.400.000.000.000.000;;
2006;;;;101;10;7;3;2.737.925.000.000.000.000;147.900.000.000.000.000;72.000.000.000.000.000;1.800.000.000.000.000;0.00000000000000;121.900.000.000.000.000;;
2007;;;;65;0;0;0;1.040.550.000.000.000.000;0.00000000000000;0.00000000000000;15.350.000.000.000.000;0.00000000000000;41.800.000.000.000.000;;
2008;;;;156;3;0;3;2.608.698.000.000.000.000;55.440.000.000.000.000;0.00000000000000;37.330.000.000.000.000;0.00000000000000;55.530.000.000.000.000;;
2009;Paraná;2019;ABR;140;1;0;1;2.413.949.000.000.000.000;18.900.000.000.000.000;0.00000000000000;9.600.000.000.000.000;0.00000000000000;40.900.000.000.000.000;140;0
2010;;;;64;1;1;0;1.053.893.000.000.000.000;0.00000000000000;18.480.000.000.000.000;0.00000000000000;0.00000000000000;20.950.000.000.000.000;;
2011;;;;0;0;0;0;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
2012;;;;240;60;60;0;4.014.700.000.000.000.000;0.00000000000000;1.754.000.000.000.000.000;19.200.000.000.000.000;5.700.000.000.000.000;48.350.000.000.000.000;;
2013;;;;33;0;0;0;608.666.000.000.000.000;0.00000000000000;0.00000000000000;6.330.000.000.000.000;0.00000000000000;41.100.000.000.000.000;;
2014;;;;28;5;5;0;375.875.000.000.000.000;0.00000000000000;81.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
2015;;;;0;0;0;0;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
2016;;;;196;0;0;0;3.004.450.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;124.950.000.000.000.000;;
2017;;;;19;25;25;0;260.100.000.000.000.000;0.00000000000000;375.900.000.000.000.000;0.00000000000000;100.000.000.000.000;2.000.000.000.000.000;;
2018;;;;13;0;0;0;188.250.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;4.400.000.000.000.000;;
2019;;;;20;0;0;0;283.680.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;600.000.000.000.000;;
2020;;;;15;2;2;0;238.400.000.000.000.000;0.00000000000000;27.450.000.000.000.000;0.00000000000000;0.00000000000000;4.000.000.000.000.000;;
2021;;;;9;9;9;0;115.650.000.000.000.000;0.00000000000000;103.900.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
2022;;;;2;0;0;0;21.591.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;
2023;;;;55;5;5;0;1.038.800.000.000.000.000;0.00000000000000;6.600.000.000.000.000;0.00000000000000;0.00000000000000;6.900.000.000.000.000;;
2024;;;;107;0;0;0;1.930.696.000.000.000.000;180.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;25.200.000.000.000.000;;
2025;;;;44;0;0;0;806.100.000.000.000.000;0.00000000000000;0.00000000000000;7.600.000.000.000.000;0.00000000000000;17.700.000.000.000.000;;
2026;;;;55;0;0;0;960.950.000.000.000.000;0.00000000000000;0.00000000000000;21.000.000.000.000.000;0.00000000000000;31.600.000.000.000.000;;
2027;;;;127;16;16;0;0.00000000000000;0.00000000000000;0.00000000000000;800.000.000.000.000;400.000.000.000.000;11.790.000.000.000.000;;
2028;Barcelona;2019;MAY;196;47;24;23;3.255.860.000.000.000.000;363.300.000.000.000.000;442.800.000.000.000.000;23.400.000.000.000.000;1.300.000.000.000.000;64.950.000.000.000.000;182;14
2029;Burgos;2019;MAY;231;64;28;36;3.868.670.000.000.000.000;636.700.000.000.000.000;499.400.000.000.000.000;79.080.000.000.000.000;4.400.000.000.000.000;112.580.000.000.000.000;191;40
2030;Tarragona;2019;MAY;48;19;8;11;837.320.000.000.000.000;210.900.000.000.000.000;149.470.000.000.000.000;0.00000000000000;0.00000000000000;19.750.000.000.000.000;47;1
2031;Valencia;2019;MAY;142;38;34;4;2.399.720.000.000.000.000;70.400.000.000.000.000;517.220.000.000.000.000;24.080.000.000.000.000;0.00000000000000;29.880.000.000.000.000;140;2
2032;Portugal;2019;MAY;95;18;16;2;1.545.020.000.000.000.000;37.400.000.000.000.000;277.930.000.000.000.000;4.125.000.000.000.000;5.325.000.000.000.000;26.626.000.000.000.000;68;27
2033;Laser Barcelona;2019;MAY;25;16;16;0;468.700.000.000.000.000;0.00000000000000;280.700.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;25;0
2034;Madrid;2019;MAY;25;0;0;0;325.430.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;5.700.000.000.000.000;25;0
2035;Vizcaya;2019;MAY;6;0;0;0;96.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;6;0
529;Barcelona;2017;MAY;143;49;;;2.129.310.000.000.000.000;1.110.000.000.000.000.000;221.880.000.000.000.000;13.000.000.000.000.000;0.00000000000000;25.500.000.000.000.000;;
2037;Navarra;2019;MAY;51;20;6;14;806.780.000.000.000.000;241.200.000.000.000.000;98.100.000.000.000.000;1.600.000.000.000.000;0.00000000000000;3.500.000.000.000.000;49;2
2038;Galicia;2019;MAY;62;12;0;12;1.004.250.000.000.000.000;195.800.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;29.900.000.000.000.000;55;7
2039;Asturias;2019;MAY;238;162;162;0;3.758.430.000.000.000.000;0.00000000000000;2.822.900.000.000.000.000;14.200.000.000.000.000;2.950.000.000.000.000;24.850.000.000.000.000;231;7
2040;Arizona;2019;MAY;3;0;0;0;52.800.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;3;0
2041;Baja California;2019;MAY;52;0;0;0;1.077.900.000.000.000.000;0.00000000000000;0.00000000000000;12.000.000.000.000.000;0.00000000000000;12.000.000.000.000.000;52;0
2042;GMS Corporate;2019;MAY;29;0;0;0;496.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;29;0
2043;Çepas;2019;MAY;226;62;0;62;5.093.600.000.000.000.000;1.017.100.000.000.000.000;0.00000000000000;5.700.000.000.000.000;0.00000000000000;62.700.000.000.000.000;226;0
2044;Colombia;2019;MAY;248;101;101;0;6.062.400.000.000.000.000;0.00000000000000;2.664.300.000.000.000.000;253.800.000.000.000.000;0.00000000000000;289.800.000.000.000.000;228;20
2045;Kaluga;2019;MAY;66;4;4;0;852.250.000.000.000.000;0.00000000000000;56.200.000.000.000.000;500.000.000.000.000;0.00000000000000;5.550.000.000.000.000;66;0
2046;Union Street;2019;MAY;194;7;7;0;2.805.166.000.000.000.000;0.00000000000000;0.00000000000000;35.000.000.000.000.000;0.00000000000000;71.400.000.000.000.000;156;38
2047;Thüringen;2019;MAY;196;39;30;9;3.463.438.000.000.000.000;151.830.000.000.000.000;493.407.000.000.000.000;7.860.000.000.000.000;0.00000000000000;123.110.000.000.000.000;145;51
2048;Polska;2019;MAY;123;0;0;0;1.808.770.000.000.000.000;0.00000000000000;0.00000000000000;39.410.000.000.000.000;0.00000000000000;76.200.000.000.000.000;76;47
2049;Senica;2019;MAY;142;0;0;0;2.023.655.000.000.000.000;0.00000000000000;0.00000000000000;23.900.000.000.000.000;0.00000000000000;56.400.000.000.000.000;123;19
2050;Czech;2019;MAY;115;64;64;0;1.592.750.000.000.000.000;0.00000000000000;1.166.750.000.000.000.000;1.000.000.000.000.000;0.00000000000000;1.000.000.000.000.000;57;58
2051;Puebla;2019;MAY;100;54;45;9;2.100.400.000.000.000.000;208.000.000.000.000.000;937.700.000.000.000.000;0.00000000000000;6.800.000.000.000.000;4.200.000.000.000.000;100;0
2052;South Carolina;2019;MAY;97;9;6;3;2.965.122.000.000.000.000;119.300.000.000.000.000;68.500.000.000.000.000;5.500.000.000.000.000;0.00000000000000;176.600.000.000.000.000;97;0
2053;Argentina;2019;MAY;61;0;0;0;1.106.700.000.000.000.000;0.00000000000000;0.00000000000000;26.400.000.000.000.000;0.00000000000000;52.150.000.000.000.000;61;0
2054;Campinas;2019;MAY;150;4;1;3;2.759.104.000.000.000.000;58.080.000.000.000.000;7.040.000.000.000.000;13.350.000.000.000.000;0.00000000000000;51.450.000.000.000.000;150;0
2055;Paraná;2019;MAY;142;0;0;0;2.359.330.000.000.000.000;0.00000000000000;0.00000000000000;15.250.000.000.000.000;0.00000000000000;27.900.000.000.000.000;142;0
2056;Brasil HQ;2019;MAY;64;1;1;0;1.086.659.000.000.000.000;0.00000000000000;19.360.000.000.000.000;0.00000000000000;0.00000000000000;16.600.000.000.000.000;64;0
2057;Resende;2019;MAY;57;0;0;0;903.280.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;57;0
2058;Pune;2019;MAY;238;62;62;0;4.365.600.000.000.000.000;0.00000000000000;2.251.900.000.000.000.000;0.00000000000000;0.00000000000000;22.800.000.000.000.000;238;0
2059;Dongguan;2019;MAY;33;0;0;0;604.380.000.000.000.000;0.00000000000000;0.00000000000000;5.960.000.000.000.000;0.00000000000000;22.300.000.000.000.000;11;22
2060;Laser Brandenburg;2019;MAY;27;5;5;0;362.075.000.000.000.000;0.00000000000000;80.750.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;20;7
569;Barcelona;2017;JUN;142;44;;;1.954.610.000.000.000.000;984.400.000.000.000.000;140.980.000.000.000.000;0.00000000000000;0.00000000000000;45.000.000.000.000.000;;
2062;GCF;2019;MAY;203;0;0;0;2.849.950.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;67.950.000.000.000.000;201;2
2063;Asturias;2019;MAY;20;24;24;0;326.420.000.000.000.000;0.00000000000000;415.300.000.000.000.000;250.000.000.000.000;350.000.000.000.000;375.000.000.000.000;20;0
2064;Solar Steel;2019;MAY;13;0;0;0;179.960.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;1.000.000.000.000.000;13;0
2065;Solar Construction;2019;MAY;20;0;0;0;338.290.000.000.000.000;0.00000000000000;0.00000000000000;6.400.000.000.000.000;0.00000000000000;7.450.000.000.000.000;7;13
2066;Road Engineering;2019;MAY;15;2;2;0;261.020.000.000.000.000;0.00000000000000;31.150.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;13;2
2067;Laser Valencia;2019;MAY;9;12;12;0;173.300.000.000.000.000;0.00000000000000;203.800.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;9;0
2068;São Leopoldo;2019;MAY;2;0;0;0;38.122.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;2;0
2069;Changshu;2019;MAY;54;0;0;0;900.850.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0;54
2070;Shenyang;2019;MAY;106;0;0;0;1.960.596.000.000.000.000;147.000.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;5.150.000.000.000.000;0;106
2071;Chongqing;2019;MAY;44;0;0;0;763.200.000.000.000.000;0.00000000000000;0.00000000000000;400.000.000.000.000;0.00000000000000;12.100.000.000.000.000;0;44
2072;Loudi;2019;MAY;54;0;0;0;892.850.000.000.000.000;0.00000000000000;0.00000000000000;7.900.000.000.000.000;0.00000000000000;17.500.000.000.000.000;0;54
2073;Flinsa;2019;MAY;129;15;15;0;2.227.000.000.000.000.000;0.00000000000000;230.380.000.000.000.000;150.000.000.000.000;250.000.000.000.000;650.000.000.000.000;113;16
2074;;;;;;;;;;;;;;;
2075;;;;;;;;;;;;;;;
2076;;;;;;;;;;;;;;;
2077;;;;;;;;;;;;;;;
2078;;;;;;;;;;;;;;;
2079;;;;;;;;;;;;;;;
2080;;;;;;;;;;;;;;;
2081;;;;;;;;;;;;;;;
2082;;;;;;;;;;;;;;;
2083;;;;;;;;;;;;;;;
2084;;;;;;;;;;;;;;;
2085;;;;;;;;;;;;;;;
2086;;;;;;;;;;;;;;;
2087;;;;;;;;;;;;;;;
2088;;;;;;;;;;;;;;;
2089;;;;;;;;;;;;;;;
2090;;;;;;;;;;;;;;;
2091;;;;;;;;;;;;;;;
2092;;;;;;;;;;;;;;;
2093;;;;;;;;;;;;;;;
2094;;;;;;;;;;;;;;;
2095;;;;;;;;;;;;;;;
2096;;;;;;;;;;;;;;;
2097;;;;;;;;;;;;;;;
2098;;;;;;;;;;;;;;;
2099;;;;;;;;;;;;;;;
2100;;;;;;;;;;;;;;;
2101;;;;;;;;;;;;;;;
2102;;;;;;;;;;;;;;;
2103;;;;;;;;;;;;;;;
2104;;;;;;;;;;;;;;;
2105;;;;;;;;;;;;;;;
2106;;;;;;;;;;;;;;;
2107;;;;;;;;;;;;;;;
2108;;;;;;;;;;;;;;;
2109;;;;;;;;;;;;;;;
2110;;;;;;;;;;;;;;;
2111;;;;;;;;;;;;;;;
2112;;;;;;;;;;;;;;;
2113;;;;;;;;;;;;;;;
2114;;;;;;;;;;;;;;;
2115;;;;;;;;;;;;;;;
2116;;;;;;;;;;;;;;;
2117;;;;;;;;;;;;;;;
2118;;;;;;;;;;;;;;;
2119;;;;;;;;;;;;;;;
2120;;;;;;;;;;;;;;;
2121;;;;;;;;;;;;;;;
2122;;;;;;;;;;;;;;;
2123;;;;;;;;;;;;;;;
2124;;;;;;;;;;;;;;;
2125;;;;;;;;;;;;;;;
2126;;;;;;;;;;;;;;;
2127;;;;;;;;;;;;;;;
2128;;;;;;;;;;;;;;;
2129;;;;;;;;;;;;;;;
2130;;;;;;;;;;;;;;;
2131;;;;;;;;;;;;;;;
2132;;;;;;;;;;;;;;;
2133;;;;;;;;;;;;;;;
2134;;;;;;;;;;;;;;;
2135;;;;;;;;;;;;;;;
2136;;;;;;;;;;;;;;;
2137;;;;;;;;;;;;;;;
2138;;;;;;;;;;;;;;;
2139;;;;;;;;;;;;;;;
2140;;;;;;;;;;;;;;;
2141;;;;;;;;;;;;;;;
2142;;;;;;;;;;;;;;;
2143;;;;;;;;;;;;;;;
2144;;;;;;;;;;;;;;;
2145;;;;;;;;;;;;;;;
2146;;;;;;;;;;;;;;;
2147;;;;;;;;;;;;;;;
2148;;;;;;;;;;;;;;;
2149;;;;;;;;;;;;;;;
2150;;;;;;;;;;;;;;;
2151;;;;;;;;;;;;;;;
2152;;;;;;;;;;;;;;;
2153;;;;;;;;;;;;;;;
2154;;;;;;;;;;;;;;;
2155;;;;;;;;;;;;;;;
2156;;;;;;;;;;;;;;;
2157;;;;;;;;;;;;;;;
2158;;;;;;;;;;;;;;;
2159;;;;;;;;;;;;;;;
2160;;;;;;;;;;;;;;;
2161;;;;;;;;;;;;;;;
2162;;;;;;;;;;;;;;;
2163;;;;;;;;;;;;;;;
2164;;;;;;;;;;;;;;;
2165;;;;;;;;;;;;;;;
2166;;;;;;;;;;;;;;;
2167;;;;;;;;;;;;;;;
2168;;;;;;;;;;;;;;;
2169;;;;;;;;;;;;;;;
2170;;;;;;;;;;;;;;;
2171;;;;;;;;;;;;;;;
2172;;;;;;;;;;;;;;;
2173;;;;;;;;;;;;;;;
2174;;;;;;;;;;;;;;;
2175;;;;;;;;;;;;;;;
2176;;;;;;;;;;;;;;;
2177;;;;;;;;;;;;;;;
2178;;;;;;;;;;;;;;;
2179;;;;;;;;;;;;;;;
2180;;;;;;;;;;;;;;;
2181;;;;;;;;;;;;;;;
2182;;;;;;;;;;;;;;;
2183;;;;;;;;;;;;;;;
2184;;;;;;;;;;;;;;;
2185;;;;;;;;;;;;;;;
2186;;;;;;;;;;;;;;;
2187;;;;;;;;;;;;;;;
2188;;;;;;;;;;;;;;;
2189;;;;;;;;;;;;;;;
2190;;;;;;;;;;;;;;;
2191;;;;;;;;;;;;;;;
2192;;;;;;;;;;;;;;;
2193;;;;;;;;;;;;;;;
2194;;;;;;;;;;;;;;;
2195;;;;;;;;;;;;;;;
2196;;;;;;;;;;;;;;;
2197;;;;;;;;;;;;;;;
2198;;;;;;;;;;;;;;;
2199;;;;;;;;;;;;;;;
2200;;;;;;;;;;;;;;;
2201;;;;;;;;;;;;;;;
2202;;;;;;;;;;;;;;;
2203;;;;;;;;;;;;;;;
2204;;;;;;;;;;;;;;;
2205;;;;;;;;;;;;;;;
2206;;;;;;;;;;;;;;;
2207;;;;;;;;;;;;;;;
2208;;;;;;;;;;;;;;;
2209;;;;;;;;;;;;;;;
2210;;;;;;;;;;;;;;;
2211;;;;;;;;;;;;;;;
2212;;;;;;;;;;;;;;;
2213;;;;;;;;;;;;;;;
2214;;;;;;;;;;;;;;;
2215;;;;;;;;;;;;;;;
2216;;;;;;;;;;;;;;;
2217;;;;;;;;;;;;;;;
2218;;;;;;;;;;;;;;;
2219;;;;;;;;;;;;;;;
2220;;;;;;;;;;;;;;;
2221;;;;;;;;;;;;;;;
2222;;;;;;;;;;;;;;;
2223;;;;;;;;;;;;;;;
2224;;;;;;;;;;;;;;;
2225;;;;;;;;;;;;;;;
2226;;;;;;;;;;;;;;;
2227;;;;;;;;;;;;;;;
2228;;;;;;;;;;;;;;;
2229;;;;;;;;;;;;;;;
2230;;;;;;;;;;;;;;;
2231;;;;;;;;;;;;;;;
2232;;;;;;;;;;;;;;;
2233;;;;;;;;;;;;;;;
2234;;;;;;;;;;;;;;;
2235;;;;;;;;;;;;;;;
2236;;;;;;;;;;;;;;;
2237;;;;;;;;;;;;;;;
2238;;;;;;;;;;;;;;;
2239;;;;;;;;;;;;;;;
2240;;;;;;;;;;;;;;;
2241;;;;;;;;;;;;;;;
2242;;;;;;;;;;;;;;;
2243;;;;;;;;;;;;;;;
2244;;;;;;;;;;;;;;;
2245;;;;;;;;;;;;;;;
2246;;;;;;;;;;;;;;;
2247;;;;;;;;;;;;;;;
2248;;;;;;;;;;;;;;;
2249;;;;;;;;;;;;;;;
2250;;;;;;;;;;;;;;;
2251;;;;;;;;;;;;;;;
2252;;;;;;;;;;;;;;;
2253;;;;;;;;;;;;;;;
2254;;;;;;;;;;;;;;;
2255;;;;;;;;;;;;;;;
2256;;;;;;;;;;;;;;;
2257;;;;;;;;;;;;;;;
2258;;;;;;;;;;;;;;;
2259;;;;;;;;;;;;;;;
2260;;;;;;;;;;;;;;;
2261;;;;;;;;;;;;;;;
2262;;;;;;;;;;;;;;;
2263;;;;;;;;;;;;;;;
2264;;;;;;;;;;;;;;;
2265;;;;;;;;;;;;;;;
2266;;;;;;;;;;;;;;;
2267;;;;;;;;;;;;;;;
2268;;;;;;;;;;;;;;;
2269;;;;;;;;;;;;;;;
2270;;;;;;;;;;;;;;;
2271;;;;;;;;;;;;;;;
2272;;;;;;;;;;;;;;;
2273;;;;;;;;;;;;;;;
2274;;;;;;;;;;;;;;;
2275;;;;;;;;;;;;;;;
2276;;;;;;;;;;;;;;;
2277;;;;;;;;;;;;;;;
2278;;;;;;;;;;;;;;;
2279;;;;;;;;;;;;;;;
2280;;;;;;;;;;;;;;;
2281;;;;;;;;;;;;;;;
2282;;;;;;;;;;;;;;;
2283;;;;;;;;;;;;;;;
2284;;;;;;;;;;;;;;;
2285;;;;;;;;;;;;;;;
2286;;;;;;;;;;;;;;;
2287;;;;;;;;;;;;;;;
2288;;;;;;;;;;;;;;;
2289;;;;;;;;;;;;;;;
2290;;;;;;;;;;;;;;;
2291;;;;;;;;;;;;;;;
2292;;;;;;;;;;;;;;;
2293;;;;;;;;;;;;;;;
2294;;;;;;;;;;;;;;;
2295;;;;;;;;;;;;;;;
2296;;;;;;;;;;;;;;;
2297;;;;;;;;;;;;;;;
2298;;;;;;;;;;;;;;;
2299;;;;;;;;;;;;;;;
2300;;;;;;;;;;;;;;;
2301;;;;;;;;;;;;;;;
2302;;;;;;;;;;;;;;;
2303;;;;;;;;;;;;;;;
2304;;;;;;;;;;;;;;;
2305;;;;;;;;;;;;;;;
2306;;;;;;;;;;;;;;;
