ID;Planta;Año;Mes;Empleados Propios;Empleados Ajenos;Empleados ETTS;Empleados Subcontrata;Horas Presencia Efectiva Propios;Horas Presencia Efectiva Subcontratados;Horas Presencia Efectiva ETTs;Horas Formacion Seguridad Propios;Horas Formacion Seguridad ETTs;Horas Formacion General Propios;Empleados Propios - indefinido;Empleados Propios - duración determinada
1;Argentina;2017;ENE;49;0;;;559.700.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;9.600.000.000.000.000;;
2;Arizona;2017;ENE;30;0;;;224.100.000.000.000.000;0.00000000000000;0.00000000000000;700.000.000.000.000;0.00000000000000;700.000.000.000.000;;
3;Barcelona;2017;ENE;143;46;;;1.945.600.000.000.000.000;923.600.000.000.000.000;74.400.000.000.000.000;1.100.000.000.000.000;0.00000000000000;24.650.000.000.000.000;;
4;Barcelona;2017;ENE;182;39;;;2.836.300.000.000.000.000;304.400.000.000.000.000;227.700.000.000.000.000;0.00000000000000;1.400.000.000.000.000;59.100.000.000.000.000;;
5;Laser Brandenburg;2017;ENE;18;14;;;288.800.000.000.000.000;0.00000000000000;234.000.000.000.000.000;200.000.000.000.000;0.00000000000000;170.000.000.000.000;;
6;Burgos;2017;ENE;247;9;;;3.324.800.000.000.000.000;0.00000000000000;0.00000000000000;4.200.000.000.000.000;0.00000000000000;42.640.000.000.000.000;;
7;Campinas;2017;ENE;94;11;;;1.317.800.000.000.000.000;43.400.000.000.000.000;115.600.000.000.000.000;1.300.000.000.000.000;0.00000000000000;7.900.000.000.000.000;;
8;Çepas;2017;ENE;216;45;;;4.806.900.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;43.800.000.000.000.000;;
9;Colombia;2017;ENE;299;138;;;6.405.700.000.000.000.000;0.00000000000000;3.571.900.000.000.000.000;3.400.000.000.000.000;3.500.000.000.000.000;46.500.000.000.000.000;;
10;Czech;2017;ENE;52;5;;;705.700.000.000.000.000;0.00000000000000;86.700.000.000.000.000;600.000.000.000.000;0.00000000000000;5.000.000.000.000.000;;
11;Valencia;2017;ENE;144;13;;;2.181.200.000.000.000.000;0.00000000000000;205.900.000.000.000.000;800.000.000.000.000;0.00000000000000;17.750.000.000.000.000;;
12;Galicia;2017;ENE;63;0;;;1.011.300.000.000.000.000;0.00000000000000;0.00000000000000;300.000.000.000.000;0.00000000000000;66.480.000.000.000.000;;
13;Asturias;2017;ENE;18;26;;;273.100.000.000.000.000;0.00000000000000;407.300.000.000.000.000;0.00000000000000;0.00000000000000;86.500.000.000.000.000;;
14;Asturias;2017;ENE;255;125;;;3.582.100.000.000.000.000;0.00000000000000;1.990.700.000.000.000.000;0.00000000000000;0.00000000000000;14.450.000.000.000.000;;
15;Kaluga;2017;ENE;58;7;;;769.800.000.000.000.000;0.00000000000000;82.400.000.000.000.000;4.000.000.000.000.000;0.00000000000000;9.800.000.000.000.000;;
16;Navarra;2017;ENE;45;8;;;611.800.000.000.000.000;79.800.000.000.000.000;46.600.000.000.000.000;0.00000000000000;0.00000000000000;10.200.000.000.000.000;;
17;Paraná;2017;ENE;89;2;;;1.446.300.000.000.000.000;0.00000000000000;0.00000000000000;3.900.000.000.000.000;0.00000000000000;8.568.000.000.000.000;;
18;Polska;2017;ENE;93;0;;;1.200.300.000.000.000.000;0.00000000000000;0.00000000000000;72.200.000.000.000.000;0.00000000000000;231.100.000.000.000.000;;
19;Portugal;2017;ENE;81;14;;;1.390.100.000.000.000.000;36.600.000.000.000.000;203.600.000.000.000.000;0.00000000000000;1.000.000.000.000.000;6.224.000.000.000.000;;
20;Puebla;2017;ENE;77;42;;;1.529.700.000.000.000.000;0.00000000000000;821.300.000.000.000.000;112.200.000.000.000.000;80.900.000.000.000.000;207.800.000.000.000.000;;
21;Senica;2017;ENE;131;0;;;1.841.500.000.000.000.000;0.00000000000000;0.00000000000000;800.000.000.000.000;0.00000000000000;4.600.000.000.000.000;;
22;South Carolina;2017;ENE;60;2;;;973.900.000.000.000.000;0.00000000000000;41.600.000.000.000.000;10.000.000.000.000.000;0.00000000000000;166.510.000.000.000.000;;
23;Union Street;2017;ENE;187;17;;;3.257.800.000.000.000.000;0.00000000000000;346.500.000.000.000.000;0.00000000000000;0.00000000000000;43.800.000.000.000.000;;
24;Tarragona;2017;ENE;43;22;;;613.100.000.000.000.000;125.700.000.000.000.000;130.300.000.000.000.000;3.300.000.000.000.000;0.00000000000000;6.120.000.000.000.000;;
25;Thüringen;2017;ENE;169;15;;;2.346.700.000.000.000.000;0.00000000000000;245.200.000.000.000.000;2.400.000.000.000.000;0.00000000000000;28.610.000.000.000.000;;
26;Argentina;2017;FEB;48;0;;;554.200.000.000.000.000;0.00000000000000;0.00000000000000;900.000.000.000.000;0.00000000000000;21.650.000.000.000.000;;
27;Arizona;2017;FEB;28;0;;;435.200.000.000.000.000;0.00000000000000;0.00000000000000;800.000.000.000.000;0.00000000000000;830.000.000.000.000;;
509;Gonvasolar;2016;ENE;1;0;;;15.200.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
29;Barcelona;2017;FEB;185;37;;;3.005.600.000.000.000.000;315.600.000.000.000.000;218.500.000.000.000.000;6.300.000.000.000.000;200.000.000.000.000;46.900.000.000.000.000;;
30;Laser Brandenburg;2017;FEB;20;20;;;132.300.000.000.000.000;0.00000000000000;287.500.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;;
31;Burgos;2017;FEB;244;10;;;3.545.300.000.000.000.000;152.000.000.000.000.000;0.00000000000000;14.200.000.000.000.000;0.00000000000000;61.780.000.000.000.000;;
32;Campinas;2017;FEB;99;5;;;1.555.600.000.000.000.000;48.500.000.000.000.000;32.300.000.000.000.000;14.400.000.000.000.000;0.00000000000000;32.860.000.000.000.000;;
33;Çepas;2017;FEB;223;44;;;4.934.800.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;54.500.000.000.000.000;;
34;Colombia;2017;FEB;295;91;;;6.621.600.000.000.000.000;0.00000000000000;2.752.500.000.000.000.000;81.400.000.000.000.000;53.700.000.000.000.000;149.350.000.000.000.000;;
35;Czech;2017;FEB;55;4;;;667.000.000.000.000.000;0.00000000000000;60.000.000.000.000.000;1.600.000.000.000.000;0.00000000000000;3.450.000.000.000.000;;
36;Valencia;2017;FEB;144;14;;;2.133.600.000.000.000.000;0.00000000000000;218.600.000.000.000.000;1.600.000.000.000.000;0.00000000000000;31.600.000.000.000.000;;
37;Galicia;2017;FEB;63;0;;;976.200.000.000.000.000;0.00000000000000;0.00000000000000;8.300.000.000.000.000;0.00000000000000;61.160.000.000.000.000;;
38;Asturias;2017;FEB;18;27;;;268.100.000.000.000.000;0.00000000000000;422.600.000.000.000.000;0.00000000000000;2.600.000.000.000.000;32.500.000.000.000.000;;
39;Asturias;2017;FEB;253;136;;;3.605.200.000.000.000.000;0.00000000000000;2.163.400.000.000.000.000;2.600.000.000.000.000;1.400.000.000.000.000;9.650.000.000.000.000;;
40;Kaluga;2017;FEB;60;6;;;783.100.000.000.000.000;0.00000000000000;85.800.000.000.000.000;1.500.000.000.000.000;0.00000000000000;15.900.000.000.000.000;;
41;Navarra;2017;FEB;45;10;;;668.000.000.000.000.000;94.400.000.000.000.000;83.700.000.000.000.000;0.00000000000000;0.00000000000000;33.460.000.000.000.000;;
42;Paraná;2017;FEB;98;2;;;1.580.800.000.000.000.000;0.00000000000000;0.00000000000000;22.900.000.000.000.000;0.00000000000000;104.527.000.000.000.000;;
43;Polska;2017;FEB;92;0;;;943.800.000.000.000.000;0.00000000000000;0.00000000000000;53.700.000.000.000.000;0.00000000000000;366.110.000.000.000.000;;
44;Portugal;2017;FEB;80;14;;;1.227.000.000.000.000.000;32.800.000.000.000.000;188.800.000.000.000.000;5.000.000.000.000.000;1.600.000.000.000.000;31.064.000.000.000.000;;
45;Puebla;2017;FEB;89;33;;;1.603.400.000.000.000.000;0.00000000000000;650.400.000.000.000.000;16.000.000.000.000.000;16.800.000.000.000.000;34.200.000.000.000.000;;
46;Senica;2017;FEB;134;0;;;1.868.300.000.000.000.000;0.00000000000000;0.00000000000000;6.000.000.000.000.000;0.00000000000000;12.400.000.000.000.000;;
47;South Carolina;2017;FEB;62;3;;;1.213.500.000.000.000.000;0.00000000000000;31.400.000.000.000.000;19.100.000.000.000.000;0.00000000000000;134.750.000.000.000.000;;
48;Union Street;2017;FEB;193;19;;;3.436.500.000.000.000.000;0.00000000000000;378.200.000.000.000.000;2.100.000.000.000.000;0.00000000000000;39.800.000.000.000.000;;
49;Tarragona;2017;FEB;43;22;;;682.400.000.000.000.000;136.400.000.000.000.000;245.100.000.000.000.000;4.800.000.000.000.000;0.00000000000000;14.750.000.000.000.000;;
50;Thüringen;2017;FEB;173;15;;;2.195.000.000.000.000.000;0.00000000000000;210.300.000.000.000.000;7.300.000.000.000.000;0.00000000000000;43.870.000.000.000.000;;
51;Argentina;2017;MAR;48;0;;;801.600.000.000.000.000;0.00000000000000;0.00000000000000;4.200.000.000.000.000;0.00000000000000;21.800.000.000.000.000;;
52;Arizona;2017;MAR;27;2;;;503.500.000.000.000.000;0.00000000000000;41.400.000.000.000.000;2.300.000.000.000.000;800.000.000.000.000;3.090.000.000.000.000;;
510;Gonvasolar;2016;FEB;1;0;;;16.800.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
54;Barcelona;2017;MAR;185;41;;;3.207.600.000.000.000.000;389.300.000.000.000.000;343.300.000.000.000.000;16.300.000.000.000.000;3.200.000.000.000.000;95.010.000.000.000.000;;
55;Laser Brandenburg;2017;MAR;21;23;;;318.900.000.000.000.000;0.00000000000000;385.900.000.000.000.000;300.000.000.000.000;0.00000000000000;250.000.000.000.000;;
56;Burgos;2017;MAR;241;10;;;3.977.500.000.000.000.000;184.000.000.000.000.000;0.00000000000000;24.400.000.000.000.000;0.00000000000000;141.400.000.000.000.000;;
57;Campinas;2017;MAR;99;3;;;1.963.400.000.000.000.000;58.700.000.000.000.000;0.00000000000000;2.000.000.000.000.000;0.00000000000000;77.950.000.000.000.000;;
58;Çepas;2017;MAR;232;51;;;5.975.300.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;28.000.000.000.000.000;;
59;Colombia;2017;MAR;291;110;;;6.945.300.000.000.000.000;0.00000000000000;2.692.100.000.000.000.000;39.400.000.000.000.000;47.300.000.000.000.000;168.800.000.000.000.000;;
60;Czech;2017;MAR;56;2;;;804.600.000.000.000.000;0.00000000000000;31.900.000.000.000.000;1.900.000.000.000.000;0.00000000000000;4.750.000.000.000.000;;
61;Valencia;2017;MAR;143;13;;;2.331.300.000.000.000.000;0.00000000000000;219.400.000.000.000.000;7.600.000.000.000.000;0.00000000000000;34.700.000.000.000.000;;
62;Galicia;2017;MAR;66;0;;;1.076.400.000.000.000.000;0.00000000000000;0.00000000000000;1.600.000.000.000.000;0.00000000000000;82.710.000.000.000.000;;
63;Asturias;2017;MAR;18;26;;;308.600.000.000.000.000;0.00000000000000;476.500.000.000.000.000;0.00000000000000;0.00000000000000;6.700.000.000.000.000;;
64;Asturias;2017;MAR;256;155;;;4.129.400.000.000.000.000;0.00000000000000;2.859.800.000.000.000.000;16.200.000.000.000.000;1.800.000.000.000.000;52.900.000.000.000.000;;
65;Kaluga;2017;MAR;60;5;;;952.900.000.000.000.000;0.00000000000000;82.700.000.000.000.000;7.600.000.000.000.000;0.00000000000000;22.800.000.000.000.000;;
66;Navarra;2017;MAR;46;13;;;784.700.000.000.000.000;128.400.000.000.000.000;103.000.000.000.000.000;900.000.000.000.000;0.00000000000000;16.970.000.000.000.000;;
67;Paraná;2017;MAR;99;2;;;1.846.800.000.000.000.000;0.00000000000000;0.00000000000000;14.800.000.000.000.000;0.00000000000000;20.080.000.000.000.000;;
68;Polska;2017;MAR;91;0;;;1.361.700.000.000.000.000;0.00000000000000;0.00000000000000;33.000.000.000.000.000;0.00000000000000;205.950.000.000.000.000;;
69;Portugal;2017;MAR;81;14;;;1.472.400.000.000.000.000;39.900.000.000.000.000;224.200.000.000.000.000;10.700.000.000.000.000;600.000.000.000.000;67.217.000.000.000.000;;
70;Puebla;2017;MAR;88;44;;;1.983.000.000.000.000.000;0.00000000000000;825.000.000.000.000.000;0.00000000000000;19.500.000.000.000.000;43.800.000.000.000.000;;
71;Senica;2017;MAR;132;0;;;2.350.200.000.000.000.000;0.00000000000000;0.00000000000000;6.500.000.000.000.000;0.00000000000000;20.600.000.000.000.000;;
72;South Carolina;2017;MAR;63;7;;;1.580.400.000.000.000.000;0.00000000000000;99.500.000.000.000.000;40.500.000.000.000.000;0.00000000000000;192.700.000.000.000.000;;
73;Union Street;2017;MAR;201;12;;;3.604.200.000.000.000.000;0.00000000000000;251.500.000.000.000.000;19.300.000.000.000.000;0.00000000000000;78.000.000.000.000.000;;
74;Tarragona;2017;MAR;42;26;;;768.400.000.000.000.000;190.000.000.000.000.000;239.100.000.000.000.000;2.000.000.000.000.000;0.00000000000000;22.600.000.000.000.000;;
75;Thüringen;2017;MAR;171;13;;;2.401.700.000.000.000.000;0.00000000000000;228.200.000.000.000.000;4.200.000.000.000.000;0.00000000000000;59.550.000.000.000.000;;
76;Argentina;2017;ABR;49;0;;;722.600.000.000.000.000;0.00000000000000;0.00000000000000;1.700.000.000.000.000;0.00000000000000;45.700.000.000.000.000;;
77;Arizona;2017;ABR;23;5;;;325.600.000.000.000.000;0.00000000000000;69.400.000.000.000.000;2.300.000.000.000.000;1.980.000.000.000.000;4.270.000.000.000.000;;
511;Gonvasolar;2016;MAR;1;0;;;16.800.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
79;Barcelona;2017;ABR;185;39;;;2.245.700.000.000.000.000;330.200.000.000.000.000;231.600.000.000.000.000;63.200.000.000.000.000;5.600.000.000.000.000;80.100.000.000.000.000;;
80;Laser Brandenburg;2017;ABR;26;18;;;453.300.000.000.000.000;0.00000000000000;76.100.000.000.000.000;200.000.000.000.000;0.00000000000000;200.000.000.000.000;;
81;Burgos;2017;ABR;238;10;;;2.841.800.000.000.000.000;136.000.000.000.000.000;0.00000000000000;10.600.000.000.000.000;0.00000000000000;61.960.000.000.000.000;;
82;Campinas;2017;ABR;102;3;;;1.519.400.000.000.000.000;45.900.000.000.000.000;0.00000000000000;11.200.000.000.000.000;0.00000000000000;22.950.000.000.000.000;;
83;Çepas;2017;ABR;231;51;;;5.542.600.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;62.100.000.000.000.000;;
84;Colombia;2017;ABR;291;75;;;6.983.500.000.000.000.000;0.00000000000000;2.526.900.000.000.000.000;33.900.000.000.000.000;19.200.000.000.000.000;248.630.000.000.000.000;;
85;Czech;2017;ABR;55;1;;;726.100.000.000.000.000;0.00000000000000;11.300.000.000.000.000;1.600.000.000.000.000;0.00000000000000;3.550.000.000.000.000;;
86;Valencia;2017;ABR;143;16;;;1.708.200.000.000.000.000;0.00000000000000;199.000.000.000.000.000;14.100.000.000.000.000;0.00000000000000;37.200.000.000.000.000;;
87;Galicia;2017;ABR;68;0;;;920.400.000.000.000.000;0.00000000000000;0.00000000000000;500.000.000.000.000;0.00000000000000;43.900.000.000.000.000;;
88;Asturias;2017;ABR;18;22;;;215.500.000.000.000.000;0.00000000000000;293.400.000.000.000.000;0.00000000000000;0.00000000000000;5.800.000.000.000.000;;
89;Asturias;2017;ABR;255;189;;;3.114.700.000.000.000.000;0.00000000000000;2.577.600.000.000.000.000;400.000.000.000.000;300.000.000.000.000;27.100.000.000.000.000;;
90;Kaluga;2017;ABR;59;5;;;830.100.000.000.000.000;0.00000000000000;78.900.000.000.000.000;5.800.000.000.000.000;0.00000000000000;14.300.000.000.000.000;;
91;Navarra;2017;ABR;46;8;;;580.400.000.000.000.000;69.000.000.000.000.000;33.400.000.000.000.000;1.200.000.000.000.000;0.00000000000000;15.960.000.000.000.000;;
92;Paraná;2017;ABR;100;2;;;1.500.600.000.000.000.000;32.600.000.000.000.000;0.00000000000000;17.200.000.000.000.000;0.00000000000000;53.574.000.000.000.000;;
93;Polska;2017;ABR;95;0;;;1.111.300.000.000.000.000;0.00000000000000;0.00000000000000;74.300.000.000.000.000;0.00000000000000;270.990.000.000.000.000;;
94;Portugal;2017;ABR;81;15;;;1.104.300.000.000.000.000;26.400.000.000.000.000;179.100.000.000.000.000;10.000.000.000.000.000;300.000.000.000.000;18.012.000.000.000.000;;
95;Puebla;2017;ABR;88;49;;;1.668.500.000.000.000.000;0.00000000000000;766.200.000.000.000.000;9.400.000.000.000.000;30.100.000.000.000.000;75.900.000.000.000.000;;
96;Senica;2017;ABR;134;0;;;1.850.000.000.000.000.000;0.00000000000000;0.00000000000000;4.300.000.000.000.000;0.00000000000000;29.900.000.000.000.000;;
97;South Carolina;2017;ABR;62;10;;;1.245.300.000.000.000.000;0.00000000000000;151.700.000.000.000.000;6.800.000.000.000.000;0.00000000000000;139.290.000.000.000.000;;
98;Union Street;2017;ABR;200;10;;;3.143.400.000.000.000.000;0.00000000000000;204.500.000.000.000.000;15.700.000.000.000.000;0.00000000000000;37.400.000.000.000.000;;
99;Tarragona;2017;ABR;43;22;;;536.600.000.000.000.000;98.100.000.000.000.000;169.200.000.000.000.000;11.200.000.000.000.000;0.00000000000000;29.500.000.000.000.000;;
100;Thüringen;2017;ABR;170;13;;;1.966.400.000.000.000.000;0.00000000000000;163.800.000.000.000.000;18.500.000.000.000.000;0.00000000000000;52.980.000.000.000.000;;
101;Barcelona;2016;ENE;186;33;;;2.285.900.000.000.000.000;359.700.000.000.000.000;129.000.000.000.000.000;200.000.000.000.000;1.000.000.000.000.000;;;
102;Barcelona;2016;FEB;185;42;;;2.863.800.000.000.000.000;460.400.000.000.000.000;339.300.000.000.000.000;0.00000000000000;1.600.000.000.000.000;;;
103;Barcelona;2016;MAR;184;37;;;2.693.100.000.000.000.000;390.200.000.000.000.000;213.600.000.000.000.000;1.400.000.000.000.000;0.00000000000000;;;
104;Barcelona;2016;ABR;186;37;;;3.000.400.000.000.000.000;525.000.000.000.000.000;211.200.000.000.000.000;19.200.000.000.000.000;1.400.000.000.000.000;;;
105;Barcelona;2016;MAY;185;45;;;2.966.600.000.000.000.000;418.500.000.000.000.000;282.800.000.000.000.000;10.000.000.000.000.000;1.100.000.000.000.000;;;
106;Barcelona;2016;JUN;184;42;;;2.774.800.000.000.000.000;347.200.000.000.000.000;323.600.000.000.000.000;3.800.000.000.000.000;1.400.000.000.000.000;;;
107;Barcelona;2016;JUL;184;40;;;2.553.200.000.000.000.000;439.000.000.000.000.000;305.200.000.000.000.000;0.00000000000000;0.00000000000000;;;
108;Barcelona;2016;AGO;184;31;;;1.114.400.000.000.000.000;221.000.000.000.000.000;247.400.000.000.000.000;0.00000000000000;0.00000000000000;;;
109;Barcelona;2016;SEP;184;29;;;2.791.200.000.000.000.000;363.900.000.000.000.000;239.600.000.000.000.000;4.400.000.000.000.000;200.000.000.000.000;;;
110;Barcelona;2016;OCT;183;37;;;2.639.300.000.000.000.000;329.800.000.000.000.000;215.600.000.000.000.000;35.900.000.000.000.000;1.600.000.000.000.000;;;
111;Barcelona;2016;NOV;183;34;;;2.964.300.000.000.000.000;454.400.000.000.000.000;210.000.000.000.000.000;28.200.000.000.000.000;0.00000000000000;;;
112;Barcelona;2016;DIC;183;33;;;1.887.000.000.000.000.000;323.300.000.000.000.000;141.000.000.000.000.000;6.300.000.000.000.000;0.00000000000000;;;
113;Burgos;2016;ENE;236;0;;;3.084.200.000.000.000.000;0.00000000000000;0.00000000000000;3.900.000.000.000.000;0.00000000000000;;;
114;Burgos;2016;FEB;239;0;;;3.733.800.000.000.000.000;0.00000000000000;0.00000000000000;16.500.000.000.000.000;0.00000000000000;;;
115;Burgos;2016;MAR;239;0;;;3.805.500.000.000.000.000;0.00000000000000;0.00000000000000;19.600.000.000.000.000;0.00000000000000;;;
116;Burgos;2016;ABR;237;0;;;3.667.200.000.000.000.000;0.00000000000000;0.00000000000000;39.200.000.000.000.000;0.00000000000000;;;
117;Burgos;2016;MAY;245;0;;;3.809.200.000.000.000.000;0.00000000000000;0.00000000000000;43.400.000.000.000.000;0.00000000000000;;;
118;Burgos;2016;JUN;246;0;;;3.564.000.000.000.000.000;0.00000000000000;0.00000000000000;45.900.000.000.000.000;0.00000000000000;;;
119;Burgos;2016;JUL;236;0;;;3.528.000.000.000.000.000;0.00000000000000;0.00000000000000;32.500.000.000.000.000;0.00000000000000;;;
120;Burgos;2016;AGO;238;0;;;1.216.300.000.000.000.000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;;;
121;Burgos;2016;SEP;250;0;;;3.776.400.000.000.000.000;0.00000000000000;0.00000000000000;5.700.000.000.000.000;0.00000000000000;;;
122;Burgos;2016;OCT;247;12;;;3.362.000.000.000.000.000;68.000.000.000.000.000;0.00000000000000;36.500.000.000.000.000;0.00000000000000;;;
123;Burgos;2016;NOV;248;10;;;3.737.300.000.000.000.000;190.000.000.000.000.000;0.00000000000000;32.800.000.000.000.000;0.00000000000000;;;
124;Burgos;2016;DIC;217;10;;;2.442.600.000.000.000.000;112.000.000.000.000.000;0.00000000000000;6.700.000.000.000.000;0.00000000000000;;;
137;Valencia;2016;ENE;144;3;;;1.989.900.000.000.000.000;0.00000000000000;38.500.000.000.000.000;2.900.000.000.000.000;0.00000000000000;;;
138;Valencia;2016;FEB;144;1;;;2.174.100.000.000.000.000;0.00000000000000;15.900.000.000.000.000;2.700.000.000.000.000;0.00000000000000;;;
139;Valencia;2016;MAR;144;3;;;2.086.600.000.000.000.000;0.00000000000000;45.100.000.000.000.000;100.000.000.000.000;400.000.000.000.000;;;
140;Valencia;2016;ABR;144;13;;;2.164.100.000.000.000.000;0.00000000000000;197.200.000.000.000.000;7.000.000.000.000.000;3.200.000.000.000.000;;;
141;Valencia;2016;MAY;144;12;;;2.332.500.000.000.000.000;0.00000000000000;207.900.000.000.000.000;0.00000000000000;0.00000000000000;;;
142;Valencia;2016;JUN;144;5;;;2.197.400.000.000.000.000;0.00000000000000;89.700.000.000.000.000;5.300.000.000.000.000;0.00000000000000;;;
143;Valencia;2016;JUL;144;6;;;2.029.800.000.000.000.000;0.00000000000000;92.200.000.000.000.000;4.400.000.000.000.000;0.00000000000000;;;
144;Valencia;2016;AGO;144;10;;;940.300.000.000.000.000;0.00000000000000;173.000.000.000.000.000;0.00000000000000;0.00000000000000;;;
145;Valencia;2016;SEP;144;10;;;2.099.700.000.000.000.000;0.00000000000000;175.600.000.000.000.000;4.000.000.000.000.000;0.00000000000000;;;
146;Valencia;2016;OCT;144;12;;;2.033.600.000.000.000.000;0.00000000000000;184.600.000.000.000.000;3.200.000.000.000.000;300.000.000.000.000;;;
147;Valencia;2016;NOV;144;14;;;2.212.800.000.000.000.000;0.00000000000000;224.900.000.000.000.000;15.400.000.000.000.000;0.00000000000000;;;
148;Valencia;2016;DIC;144;12;;;1.648.300.000.000.000.000;0.00000000000000;170.800.000.000.000.000;1.000.000.000.000.000;200.000.000.000.000;;;
149;Tarragona;2016;ENE;44;18;;;571.700.000.000.000.000;120.300.000.000.000.000;119.300.000.000.000.000;0.00000000000000;1.500.000.000.000.000;;;
150;Tarragona;2016;FEB;44;22;;;743.200.000.000.000.000;138.800.000.000.000.000;216.300.000.000.000.000;0.00000000000000;400.000.000.000.000;;;
151;Tarragona;2016;MAR;45;19;;;697.000.000.000.000.000;125.700.000.000.000.000;166.300.000.000.000.000;3.000.000.000.000.000;600.000.000.000.000;;;
152;Tarragona;2016;ABR;42;19;;;732.200.000.000.000.000;149.000.000.000.000.000;193.800.000.000.000.000;4.000.000.000.000.000;1.000.000.000.000.000;;;
153;Tarragona;2016;MAY;42;19;;;729.500.000.000.000.000;137.500.000.000.000.000;174.800.000.000.000.000;12.000.000.000.000.000;2.400.000.000.000.000;;;
154;Tarragona;2016;JUN;43;15;;;688.400.000.000.000.000;121.400.000.000.000.000;134.600.000.000.000.000;4.900.000.000.000.000;200.000.000.000.000;;;
155;Tarragona;2016;JUL;42;17;;;662.000.000.000.000.000;136.400.000.000.000.000;155.700.000.000.000.000;6.500.000.000.000.000;700.000.000.000.000;;;
156;Tarragona;2016;AGO;41;13;;;252.900.000.000.000.000;110.500.000.000.000.000;35.500.000.000.000.000;0.00000000000000;0.00000000000000;;;
157;Tarragona;2016;SEP;42;18;;;701.000.000.000.000.000;138.100.000.000.000.000;137.000.000.000.000.000;2.100.000.000.000.000;0.00000000000000;;;
158;Tarragona;2016;OCT;43;20;;;670.800.000.000.000.000;119.400.000.000.000.000;151.200.000.000.000.000;13.900.000.000.000.000;1.300.000.000.000.000;;;
159;Tarragona;2016;NOV;43;21;;;729.500.000.000.000.000;146.300.000.000.000.000;199.300.000.000.000.000;10.700.000.000.000.000;600.000.000.000.000;;;
160;Tarragona;2016;DIC;43;17;;;424.000.000.000.000.000;104.300.000.000.000.000;141.900.000.000.000.000;0.00000000000000;600.000.000.000.000;;;
161;Portugal;2016;ENE;77;10;;;1.241.200.000.000.000.000;0.00000000000000;167.800.000.000.000.000;0.00000000000000;400.000.000.000.000;;;
162;Portugal;2016;FEB;75;17;;;1.210.500.000.000.000.000;0.00000000000000;260.400.000.000.000.000;0.00000000000000;1.400.000.000.000.000;;;
163;Portugal;2016;MAR;75;18;;;1.192.200.000.000.000.000;0.00000000000000;304.900.000.000.000.000;10.100.000.000.000.000;3.500.000.000.000.000;;;
164;Portugal;2016;ABR;76;18;;;1.181.800.000.000.000.000;0.00000000000000;294.600.000.000.000.000;2.500.000.000.000.000;700.000.000.000.000;;;
165;Portugal;2016;MAY;75;14;;;1.179.800.000.000.000.000;0.00000000000000;235.300.000.000.000.000;5.800.000.000.000.000;1.600.000.000.000.000;;;
166;Portugal;2016;JUN;75;17;;;1.273.100.000.000.000.000;0.00000000000000;281.300.000.000.000.000;6.700.000.000.000.000;4.000.000.000.000.000;;;
167;Portugal;2016;JUL;76;17;;;1.253.800.000.000.000.000;26.400.000.000.000.000;267.900.000.000.000.000;1.200.000.000.000.000;900.000.000.000.000;;;
168;Portugal;2016;AGO;76;12;;;556.000.000.000.000.000;13.300.000.000.000.000;81.100.000.000.000.000;1.200.000.000.000.000;0.00000000000000;;;
169;Portugal;2016;SEP;76;16;;;1.301.000.000.000.000.000;36.600.000.000.000.000;254.700.000.000.000.000;2.300.000.000.000.000;2.000.000.000.000.000;;;
170;Portugal;2016;OCT;76;16;;;1.203.200.000.000.000.000;33.100.000.000.000.000;231.100.000.000.000.000;3.900.000.000.000.000;3.700.000.000.000.000;;;
171;Portugal;2016;NOV;76;17;;;1.296.200.000.000.000.000;34.300.000.000.000.000;249.300.000.000.000.000;22.900.000.000.000.000;7.000.000.000.000.000;;;
172;Portugal;2016;DIC;78;14;;;893.800.000.000.000.000;24.400.000.000.000.000;159.500.000.000.000.000;19.800.000.000.000.000;7.100.000.000.000.000;;;
173;Laser Barcelona;2016;ENE;17;9;;;261.600.000.000.000.000;0.00000000000000;162.800.000.000.000.000;0.00000000000000;0.00000000000000;;;
174;Laser Barcelona;2016;FEB;17;11;;;294.400.000.000.000.000;0.00000000000000;180.600.000.000.000.000;0.00000000000000;0.00000000000000;;;
175;Laser Barcelona;2016;MAR;18;11;;;287.200.000.000.000.000;0.00000000000000;151.100.000.000.000.000;0.00000000000000;0.00000000000000;;;
176;Laser Barcelona;2016;ABR;17;10;;;307.200.000.000.000.000;0.00000000000000;162.000.000.000.000.000;0.00000000000000;0.00000000000000;;;
177;Laser Barcelona;2016;MAY;17;11;;;316.800.000.000.000.000;0.00000000000000;177.500.000.000.000.000;0.00000000000000;0.00000000000000;;;
