ID;Fabrica;Activo;Tecnología;Pais;lat;lon
91;Valencia;1;Corte Plasma;España;40.46;-3.74
92;Valencia;1;Corte Transversal;España;40.46;-3.74
93;Valencia;0;Decapado;España;40.46;-3.74
94;Valencia;1;Limpieza/Prepintado;España;40.46;-3.74
95;Valencia;1;Maquinaria Auxiliar;España;40.46;-3.74
96;Valencia;0;Plastificado;España;40.46;-3.74
97;Valencia;1;Prensa;España;40.46;-3.74
98;Valencia;1;Skinpass;España;40.46;-3.74
99;Valencia;1;Oficinas administrativas;España;40.46;-3.74
100;Barcelona;1;Almacén de Materia Prima;España;40.46;-3.74
101;Burgos;1;Almacén de Materia Prima;España;40.46;-3.74
102;Tarragona;1;Almacén de Materia Prima;España;40.46;-3.74
103;Valencia;1;Almacén de Materia Prima;España;40.46;-3.74
104;Portugal;1;Almacén de Materia Prima;Portugal;39.39;-8.22
105;Union Street;1;Almacén de Materia Prima;UK;55.37;-3.43
151;Asturias;1;Almacén de Producto Terminado;España;40.46;-3.74
34;Barcelona;1;Blanking;España;40.46;-3.74
35;Barcelona;1;Corte Transversal;España;40.46;-3.74
109;Navarra;1;Almacén de Materia Prima;España;40.46;-3.74
110;Galicia;1;Almacén de Materia Prima;España;40.46;-3.74
108;Barcelona;1;Almacén de Materia Prima;España;40.46;-3.74
190;Gonvauto Asturias;1;Almacén producto semielaborado o en producción;España;40.46;-3.74
113;Baja California;1;Almacén de Materia Prima;EEUU;37.09;-95.71
114;Çepas;1;Almacén de Materia Prima;Turquía;38.96;35.24
115;Colombia;1;Almacén de Materia Prima;Colombia;4.57;-74.29
116;Thüringen;1;Almacén de Materia Prima;Alemania;511.656;104.515
117;Polska;1;Almacén de Materia Prima;Polonia;51.91;19.14
118;Senica;1;Almacén de Materia Prima;Eslovaquia;48.66;19.69
119;Kaluga;1;Almacén de Materia Prima;Russia;61.52;105.31
120;Czech;1;Almacén de Materia Prima;Rep.Checa;49.81;15.47
229;Gonvauto Asturias;1;Área de embalado;España;40.46;-3.74
122;Puebla;1;Almacén de Materia Prima;México;23.63;-102.55
123;South Carolina;1;Almacén de Materia Prima;EEUU;37.09;-95.71
124;Argentina;1;Almacén de Materia Prima;Argentina;-38.416.097;-63.616.672
125;Paraná;1;Almacén de Materia Prima;Argentina;-38.416.097;-63.616.672
126;Campinas;1;Almacén de Materia Prima;Brasil;-14.23;-51.92
127;Dongguan;1;Almacén de Materia Prima;China;35.86;104.19
268;Gonvauto Asturias;1;Instalaciones exteriores y auxiliares;España;40.46;-3.74
129;Changshu;1;Almacén de Materia Prima;China;35.86;104.19
130;Shenyang;1;Almacén de Materia Prima;China;35.86;104.19
131;Chongqing;1;Almacén de Materia Prima;China;35.86;104.19
132;Loudi;1;Almacén de Materia Prima;China;35.86;104.19
133;GCF;1;Almacén de Materia Prima;Rep.Checa;49.81;15.47
134;Bridge Street;1;Almacén de Materia Prima;UK;55.37;-3.43
135;Newton Aycliffe;1;Almacén de Materia Prima;UK;55.37;-3.43
136;Popes Lane;1;Almacén de Materia Prima;UK;55.37;-3.43
137;Darlaston;1;Almacén de Materia Prima;UK;55.37;-3.43
138;Cannock;1;Almacén de Materia Prima;Holanda;52.13;5.29
139;Barcelona;1;Almacén de Producto Terminado;España;40.46;-3.74
140;Burgos;1;Almacén de Producto Terminado;España;40.46;-3.74
141;Tarragona;1;Almacén de Producto Terminado;España;40.46;-3.74
142;Valencia;1;Almacén de Producto Terminado;España;40.46;-3.74
143;Portugal;1;Almacén de Producto Terminado;Portugal;39.39;-8.22
144;Union Street;1;Almacén de Producto Terminado;UK;55.37;-3.43
307;Gonvauto Asturias;1;Mantenimiento;España;40.46;-3.74
346;Gonvauto Asturias;1;Maquinaria Auxiliar;España;40.46;-3.74
385;Gonvauto Asturias;1;Oficinas administrativas;España;40.46;-3.74
148;Navarra;1;Almacén de Producto Terminado;España;40.46;-3.74
149;Galicia;1;Almacén de Producto Terminado;España;40.46;-3.74
424;Gonvauto Asturias;1;Puente Grúa;España;40.46;-3.74
464;Gonvauto Asturias;1;Carpinteria;España;40.46;-3.74
152;Baja California;1;Almacén de Producto Terminado;EEUU;37.09;-95.71
153;Çepas;1;Almacén de Producto Terminado;Turquía;38.96;35.24
154;Colombia;1;Almacén de Producto Terminado;Colombia;4.57;-74.29
155;Thüringen;1;Almacén de Producto Terminado;Alemania;511.656;104.515
156;Polska;1;Almacén de Producto Terminado;Polonia;51.91;19.14
157;Senica;1;Almacén de Producto Terminado;Eslovaquia;48.66;19.69
158;Kaluga;1;Almacén de Producto Terminado;Russia;61.52;105.31
159;Czech;1;Almacén de Producto Terminado;Rep.Checa;49.81;15.47
503;Gonvauto Asturias;1;Almacen de recambios;España;40.46;-3.74
161;Puebla;1;Almacén de Producto Terminado;México;23.63;-102.55
162;South Carolina;1;Almacén de Producto Terminado;EEUU;37.09;-95.71
163;Argentina;1;Almacén de Producto Terminado;Argentina;-38.416.097;-63.616.672
164;Paraná;1;Almacén de Producto Terminado;Argentina;-38.416.097;-63.616.672
165;Campinas;1;Almacén de Producto Terminado;Brasil;-14.23;-51.92
166;Dongguan;1;Almacén de Producto Terminado;China;35.86;104.19
542;Gonvauto Asturias;1;Almacen productos quimicos;España;40.46;-3.74
168;Changshu;1;Almacén de Producto Terminado;China;35.86;104.19
169;Shenyang;1;Almacén de Producto Terminado;China;35.86;104.19
170;Chongqing;1;Almacén de Producto Terminado;China;35.86;104.19
171;Loudi;1;Almacén de Producto Terminado;China;35.86;104.19
172;GCF;1;Almacén de Producto Terminado;Rep.Checa;49.81;15.47
173;Bridge Street;1;Almacén de Producto Terminado;UK;55.37;-3.43
174;Newton Aycliffe;1;Almacén de Producto Terminado;UK;55.37;-3.43
175;Popes Lane;1;Almacén de Producto Terminado;UK;55.37;-3.43
176;Darlaston;1;Almacén de Producto Terminado;UK;55.37;-3.43
177;Cannock;1;Almacén de Producto Terminado;Holanda;52.13;5.29
178;Barcelona;1;Almacén producto semielaborado o en producción;España;40.46;-3.74
179;Burgos;1;Almacén producto semielaborado o en producción;España;40.46;-3.74
180;Tarragona;1;Almacén producto semielaborado o en producción;España;40.46;-3.74
181;Valencia;1;Almacén producto semielaborado o en producción;España;40.46;-3.74
182;Portugal;1;Almacén producto semielaborado o en producción;Portugal;39.39;-8.22
183;Union Street;1;Almacén producto semielaborado o en producción;UK;55.37;-3.43
575;Gonvauto Asturias;1;Residuos productos quimicos;España;40.46;-3.74
608;Gonvauto Asturias;1;Carretilla;España;40.46;-3.74
641;Gonvauto Asturias;1;Coil to Coil;España;40.46;-3.74
187;Navarra;1;Almacén producto semielaborado o en producción;España;40.46;-3.74
188;Galicia;1;Almacén producto semielaborado o en producción;España;40.46;-3.74
147;Gonvauto Barcelona;1;Almacén de Producto Terminado;España;40.46;-3.74
186;Gonvauto Barcelona;1;Almacén producto semielaborado o en producción;España;40.46;-3.74
191;Baja California;1;Almacén producto semielaborado o en producción;EEUU;37.09;-95.71
192;Çepas;1;Almacén producto semielaborado o en producción;Turquía;38.96;35.24
193;Colombia;1;Almacén producto semielaborado o en producción;Colombia;4.57;-74.29
194;Thüringen;1;Almacén producto semielaborado o en producción;Alemania;511.656;104.515
195;Polska;1;Almacén producto semielaborado o en producción;Polonia;51.91;19.14
196;Senica;1;Almacén producto semielaborado o en producción;Eslovaquia;48.66;19.69
197;Kaluga;1;Almacén producto semielaborado o en producción;Russia;61.52;105.31
198;Czech;1;Almacén producto semielaborado o en producción;Rep.Checa;49.81;15.47
225;Gonvauto Barcelona;1;Área de embalado;España;40.46;-3.74
200;Puebla;1;Almacén producto semielaborado o en producción;México;23.63;-102.55
201;South Carolina;1;Almacén producto semielaborado o en producción;EEUU;37.09;-95.71
202;Argentina;1;Almacén producto semielaborado o en producción;Argentina;-38.416.097;-63.616.672
203;Paraná;1;Almacén producto semielaborado o en producción;Argentina;-38.416.097;-63.616.672
204;Campinas;1;Almacén producto semielaborado o en producción;Brasil;-14.23;-51.92
205;Dongguan;1;Almacén producto semielaborado o en producción;China;35.86;104.19
264;Gonvauto Barcelona;1;Instalaciones exteriores y auxiliares;España;40.46;-3.74
207;Changshu;1;Almacén producto semielaborado o en producción;China;35.86;104.19
208;Shenyang;1;Almacén producto semielaborado o en producción;China;35.86;104.19
209;Chongqing;1;Almacén producto semielaborado o en producción;China;35.86;104.19
210;Loudi;1;Almacén producto semielaborado o en producción;China;35.86;104.19
211;GCF;1;Almacén producto semielaborado o en producción;Rep.Checa;49.81;15.47
212;Bridge Street;1;Almacén producto semielaborado o en producción;UK;55.37;-3.43
213;Newton Aycliffe;1;Almacén producto semielaborado o en producción;UK;55.37;-3.43
214;Popes Lane;1;Almacén producto semielaborado o en producción;UK;55.37;-3.43
215;Darlaston;1;Almacén producto semielaborado o en producción;UK;55.37;-3.43
216;Cannock;1;Almacén producto semielaborado o en producción;Holanda;52.13;5.29
217;Barcelona;1;Área de embalado;España;40.46;-3.74
218;Burgos;1;Área de embalado;España;40.46;-3.74
219;Tarragona;1;Área de embalado;España;40.46;-3.74
220;Valencia;1;Área de embalado;España;40.46;-3.74
221;Portugal;1;Área de embalado;Portugal;39.39;-8.22
222;Union Street;1;Área de embalado;UK;55.37;-3.43
303;Gonvauto Barcelona;1;Mantenimiento;España;40.46;-3.74
342;Gonvauto Barcelona;1;Maquinaria Auxiliar;España;40.46;-3.74
381;Gonvauto Barcelona;1;Oficinas administrativas;España;40.46;-3.74
226;Navarra;1;Área de embalado;España;40.46;-3.74
227;Galicia;1;Área de embalado;España;40.46;-3.74
420;Gonvauto Barcelona;1;Puente Grúa;España;40.46;-3.74
460;Gonvauto Barcelona;1;Carpinteria;España;40.46;-3.74
230;Baja California;1;Área de embalado;EEUU;37.09;-95.71
231;Çepas;1;Área de embalado;Turquía;38.96;35.24
232;Colombia;1;Área de embalado;Colombia;4.57;-74.29
233;Thüringen;1;Área de embalado;Alemania;511.656;104.515
234;Polska;1;Área de embalado;Polonia;51.91;19.14
235;Senica;1;Área de embalado;Eslovaquia;48.66;19.69
236;Kaluga;1;Área de embalado;Russia;61.52;105.31
237;Czech;1;Área de embalado;Rep.Checa;49.81;15.47
499;Gonvauto Barcelona;1;Almacen de recambios;España;40.46;-3.74
239;Puebla;1;Área de embalado;México;23.63;-102.55
240;South Carolina;1;Área de embalado;EEUU;37.09;-95.71
241;Argentina;1;Área de embalado;Argentina;-38.416.097;-63.616.672
242;Paraná;1;Área de embalado;Argentina;-38.416.097;-63.616.672
243;Campinas;1;Área de embalado;Brasil;-14.23;-51.92
244;Dongguan;1;Área de embalado;China;35.86;104.19
538;Gonvauto Barcelona;1;Almacen productos quimicos;España;40.46;-3.74
246;Changshu;1;Área de embalado;China;35.86;104.19
247;Shenyang;1;Área de embalado;China;35.86;104.19
248;Chongqing;1;Área de embalado;China;35.86;104.19
249;Loudi;1;Área de embalado;China;35.86;104.19
250;GCF;1;Área de embalado;Rep.Checa;49.81;15.47
251;Bridge Street;1;Área de embalado;UK;55.37;-3.43
252;Newton Aycliffe;1;Área de embalado;UK;55.37;-3.43
253;Popes Lane;1;Área de embalado;UK;55.37;-3.43
254;Darlaston;1;Área de embalado;UK;55.37;-3.43
255;Cannock;1;Área de embalado;Holanda;52.13;5.29
256;Barcelona;1;Instalaciones exteriores y auxiliares;España;40.46;-3.74
257;Burgos;1;Instalaciones exteriores y auxiliares;España;40.46;-3.74
258;Tarragona;1;Instalaciones exteriores y auxiliares;España;40.46;-3.74
259;Valencia;1;Instalaciones exteriores y auxiliares;España;40.46;-3.74
260;Portugal;1;Instalaciones exteriores y auxiliares;Portugal;39.39;-8.22
261;Union Street;1;Instalaciones exteriores y auxiliares;UK;55.37;-3.43
571;Gonvauto Barcelona;1;Residuos productos quimicos;España;40.46;-3.74
604;Gonvauto Barcelona;1;Carretilla;España;40.46;-3.74
637;Gonvauto Barcelona;1;Coil to Coil;España;40.46;-3.74
265;Navarra;1;Instalaciones exteriores y auxiliares;España;40.46;-3.74
266;Galicia;1;Instalaciones exteriores y auxiliares;España;40.46;-3.74
128;Gonvvama Holding;1;Almacén de Materia Prima;China;35.86;104.19
167;Gonvvama Holding;1;Almacén de Producto Terminado;China;35.86;104.19
269;Baja California;1;Instalaciones exteriores y auxiliares;EEUU;37.09;-95.71
270;Çepas;1;Instalaciones exteriores y auxiliares;Turquía;38.96;35.24
271;Colombia;1;Instalaciones exteriores y auxiliares;Colombia;4.57;-74.29
272;Thüringen;1;Instalaciones exteriores y auxiliares;Alemania;511.656;104.515
273;Polska;1;Instalaciones exteriores y auxiliares;Polonia;51.91;19.14
274;Senica;1;Instalaciones exteriores y auxiliares;Eslovaquia;48.66;19.69
275;Kaluga;1;Instalaciones exteriores y auxiliares;Russia;61.52;105.31
276;Czech;1;Instalaciones exteriores y auxiliares;Rep.Checa;49.81;15.47
206;Gonvvama Holding;1;Almacén producto semielaborado o en producción;China;35.86;104.19
278;Puebla;1;Instalaciones exteriores y auxiliares;México;23.63;-102.55
279;South Carolina;1;Instalaciones exteriores y auxiliares;EEUU;37.09;-95.71
280;Argentina;1;Instalaciones exteriores y auxiliares;Argentina;-38.416.097;-63.616.672
281;Paraná;1;Instalaciones exteriores y auxiliares;Argentina;-38.416.097;-63.616.672
282;Campinas;1;Instalaciones exteriores y auxiliares;Brasil;-14.23;-51.92
283;Dongguan;1;Instalaciones exteriores y auxiliares;China;35.86;104.19
245;Gonvvama Holding;1;Área de embalado;China;35.86;104.19
285;Changshu;1;Instalaciones exteriores y auxiliares;China;35.86;104.19
286;Shenyang;1;Instalaciones exteriores y auxiliares;China;35.86;104.19
287;Chongqing;1;Instalaciones exteriores y auxiliares;China;35.86;104.19
288;Loudi;1;Instalaciones exteriores y auxiliares;China;35.86;104.19
289;GCF;1;Instalaciones exteriores y auxiliares;Rep.Checa;49.81;15.47
290;Bridge Street;1;Instalaciones exteriores y auxiliares;UK;55.37;-3.43
291;Newton Aycliffe;1;Instalaciones exteriores y auxiliares;UK;55.37;-3.43
292;Popes Lane;1;Instalaciones exteriores y auxiliares;UK;55.37;-3.43
293;Darlaston;1;Instalaciones exteriores y auxiliares;UK;55.37;-3.43
294;Cannock;1;Instalaciones exteriores y auxiliares;Holanda;52.13;5.29
